"date","currency_code","name","local_price","dollar_ex","dollar_price"
"2010-07-01",SEK,Sweden,48.4,7,6.91
"2010-07-01",CHF,Switzerland,6.5,1,6.5
"2010-07-01",TWD,Taiwan,75.0,32,2.34
"2010-07-01",THB,Thailand,70.0,32,2.19
"2010-07-01",TRY,Turkey,5.95,1,5.95
"2010-07-01",AED,UAE,11.0,3,3.67
"2010-07-01",UAH,Ukraine,14.5,7,2.07
"2010-07-01",USD,United States,3.53,1,3.53
"2010-07-01",UYU,Uruguay,79.0,21,3.76
"2011-07-01",ARS,Argentina,20.0,4,5.0
"2011-07-01",AUD,Australia,4.56,1,4.56
"2011-07-01",EUR,Austria,3.09,1,3.09
"2011-07-01",EUR,Belgium,3.75,1,3.75
"2011-07-01",BRL,Brazil,9.5,1,9.5
"2011-07-01",GBP,Britain,2.39,1,2.39
"2011-07-01",CAD,Canada,4.73,1,4.73
"2011-07-01",CLP,Chile,1850.0,462,4.0
"2011-07-01",CNY,China,14.65,6,2.44
"2011-07-01",COP,Colombia,8400.0,1770,4.75
"2011-07-01",CRC,Costa Rica,2050.0,504,4.07
"2011-07-01",CZK,Czech Republic,69.32,17,4.08
"2011-07-01",DKK,Denmark,28.5,5,5.7
"2011-07-01",EGP,Egypt,14.09,5,2.82
"2011-07-01",EUR,Estonia,2.2,1,2.2
"2011-07-01",EUR,Euro area,3.437660401,1,3.44
"2011-07-01",EUR,Finland,3.75,1,3.75
"2011-07-01",EUR,France,3.5,1,3.5
"2011-07-01",EUR,Germany,3.4,1,3.4
"2011-07-01",EUR,Greece,3.26,1,3.26
"2011-07-01",HKD,Hong Kong,15.1,7,2.16
"2011-07-01",HUF,Hungary,760.0,188,4.04
"2011-07-01",INR,India,84.0,44,1.91
"2011-07-01",IDR,Indonesia,22534.0,8523,2.64
"2011-07-01",EUR,Ireland,3.8,1,3.8
"2011-07-01",ILS,Israel,15.9,3,5.3
"2011-07-01",EUR,Italy,3.5,1,3.5
"2011-07-01",JPY,Japan,320.0,78,4.1
"2011-07-01",MYR,Malaysia,7.2,2,3.6
"2011-07-01",MXN,Mexico,32.0,11,2.91
"2011-07-01",EUR,Netherlands,3.25,1,3.25
"2011-07-01",NZD,New Zealand,5.1,1,5.1
"2011-07-01",NOK,Norway,45.0,5,9.0
"2011-07-01",PKR,Pakistan,205.13,86,2.39
"2011-07-01",PEN,Peru,10.0,2,5.0
"2011-07-01",PHP,Philippines,118.0,42,2.81
"2011-07-01",PLN,Poland,8.63,2,4.32
"2011-07-01",EUR,Portugal,2.9,1,2.9
"2011-07-01",RUB,Russia,75.0,27,2.78
"2011-07-01",SAR,Saudi Arabia,10.0,3,3.33
"2011-07-01",SGD,Singapore,4.41,1,4.41
"2011-07-01",ZAR,South Africa,19.45,6,3.24
"2011-07-01",KRW,South Korea,3700.0,1056,3.5
"2011-07-01",EUR,Spain,3.5,1,3.5
"2011-07-01",LKR,Sri Lanka,280.0,109,2.57
"2011-07-01",SEK,Sweden,48.4,6,8.07
"2011-07-01",CHF,Switzerland,6.5,1,6.5
"2011-07-01",TWD,Taiwan,75.0,28,2.68
"2011-07-01",THB,Thailand,70.0,29,2.41
"2011-07-01",TRY,Turkey,6.5,1,6.5
"2011-07-01",AED,UAE,12.0,3,4.0
"2011-07-01",UAH,Ukraine,16.5,7,2.36
"2011-07-01",USD,United States,3.64,1,3.64
"2011-07-01",UYU,Uruguay,90.0,18,5.0
"2011-07-01",VEF,Venezuela,28.0,4,7.0
"2012-01-01",ARS,Argentina,20.0,4,5.0
"2012-01-01",AUD,Australia,4.8,1,4.8
"2012-01-01",EUR,Austria,3.09,1,3.09
"2012-01-01",EUR,Belgium,3.7,1,3.7
"2012-01-01",BRL,Brazil,10.25,1,10.25
"2012-01-01",GBP,Britain,2.49,1,2.49
"2012-01-01",CAD,Canada,4.73,1,4.73
"2012-01-01",CLP,Chile,2050.0,506,4.05
"2012-01-01",CNY,China,15.4,6,2.57
"2012-01-01",COP,Colombia,8400.0,1852,4.54
"2012-01-01",CRC,Costa Rica,2050.0,509,4.03
"2012-01-01",CZK,Czech Republic,70.22,20,3.51
"2012-01-01",DKK,Denmark,31.5,5,6.3
"2012-01-01",EGP,Egypt,15.5,6,2.58
"2012-01-01",EUR,Estonia,2.04,1,2.04
"2012-01-01",EUR,Euro area,3.49245637,1,3.49
"2012-01-01",EUR,Finland,3.75,1,3.75
"2012-01-01",EUR,France,3.6,1,3.6
"2012-01-01",EUR,Germany,3.53,1,3.53
"2012-01-01",EUR,Greece,3.3,1,3.3
"2012-01-01",HKD,Hong Kong,16.5,7,2.36
"2012-01-01",HUF,Hungary,645.0,245,2.63
"2012-01-01",INR,India,84.0,51,1.65
"2012-01-01",IDR,Indonesia,22534.0,9160,2.46
"2012-01-01",EUR,Ireland,3.8,1,3.8
"2012-01-01",ILS,Israel,15.9,3,5.3
"2012-01-01",EUR,Italy,3.5,1,3.5
"2012-01-01",JPY,Japan,320.0,76,4.21
"2012-01-01",MYR,Malaysia,7.35,3,2.45
"2012-01-01",MXN,Mexico,37.0,13,2.85
"2012-01-01",EUR,Netherlands,3.25,1,3.25
"2012-01-01",NZD,New Zealand,5.1,1,5.1
"2012-01-01",NOK,Norway,41.0,6,6.83
"2012-01-01",PKR,Pakistan,260.0,90,2.89
"2012-01-01",PEN,Peru,10.0,2,5.0
"2012-01-01",PHP,Philippines,118.0,44,2.68
"2012-01-01",PLN,Poland,9.1,3,3.03
"2012-01-01",EUR,Portugal,2.9,1,2.9
"2012-01-01",RUB,Russia,81.0,31,2.61
"2012-01-01",SAR,Saudi Arabia,10.0,3,3.33
"2012-01-01",SGD,Singapore,4.85,1,4.85
"2012-01-01",ZAR,South Africa,19.95,8,2.49
"2012-01-01",KRW,South Korea,3700.0,1158,3.2
"2012-01-01",EUR,Spain,3.5,1,3.5
"2012-01-01",LKR,Sri Lanka,290.0,113,2.57
"2012-01-01",SEK,Sweden,41.0,6,6.83
"2012-01-01",CHF,Switzerland,6.5,1,6.5
"2012-01-01",TWD,Taiwan,75.0,29,2.59
"2012-01-01",THB,Thailand,78.0,31,2.52
"2012-01-01",TRY,Turkey,6.6,1,6.6
"2012-01-01",AED,UAE,12.0,3,4.0
"2012-01-01",UAH,Ukraine,17.0,8,2.12
"2012-01-01",USD,United States,3.81,1,3.81
"2012-01-01",UYU,Uruguay,90.0,19,4.74
"2012-01-01",VEF,Venezuela,30.0,4,7.5
"2012-07-01",ARS,Argentina,19.0,4,4.75
"2012-07-01",AUD,Australia,4.56,1,4.56
"2012-07-01",EUR,Austria,3.19,1,3.19
"2012-07-01",EUR,Belgium,3.8,1,3.8
"2012-07-01",BRL,Brazil,10.08,2,5.04
"2012-07-01",GBP,Britain,2.69,1,2.69
"2012-07-01",CAD,Canada,5.12,1,5.12
"2012-07-01",CLP,Chile,2050.0,493,4.16
"2012-07-01",CNY,China,15.65,6,2.61
"2012-07-01",COP,Colombia,8600.0,1804,4.77
"2012-07-01",CZK,Czech Republic,70.33,21,3.35
"2012-07-01",DKK,Denmark,28.5,6,4.75
"2012-07-01",EGP,Egypt,16.0,6,2.67
"2012-07-01",EUR,Estonia,2.04,1,2.04
"2012-07-01",EUR,Euro area,3.583482241,1,3.58
"2012-07-01",EUR,Finland,3.75,1,3.75
"2012-07-01",EUR,France,3.6,1,3.6
"2012-07-01",EUR,Germany,3.64,1,3.64
"2012-07-01",EUR,Greece,2.683,1,2.68
"2012-07-01",HKD,Hong Kong,16.5,7,2.36
"2012-07-01",HUF,Hungary,830.0,238,3.49
"2012-07-01",INR,India,89.0,56,1.59
"2012-07-01",IDR,Indonesia,24200.0,9482,2.55
"2012-07-01",EUR,Ireland,3.49,1,3.49
"2012-07-01",ILS,Israel,11.9,4,2.98
"2012-07-01",EUR,Italy,3.6,1,3.6
"2012-07-01",JPY,Japan,320.0,78,4.1
"2012-07-01",MYR,Malaysia,7.4,3,2.47
"2012-07-01",MXN,Mexico,37.0,13,2.85
"2012-07-01",EUR,Netherlands,3.38,1,3.38
"2012-07-01",NZD,New Zealand,5.1,1,5.1
"2012-07-01",NOK,Norway,43.0,6,7.17
"2012-07-01",PKR,Pakistan,285.0,94,3.03
"2012-07-01",PHP,Philippines,118.0,42,2.81
"2012-07-01",PLN,Poland,9.1,3,3.03
"2012-07-01",EUR,Portugal,4.95,1,4.95
"2012-07-01",RUB,Russia,75.0,32,2.34
"2012-07-01",SAR,Saudi Arabia,10.0,3,3.33
"2012-07-01",SGD,Singapore,4.4,1,4.4
"2012-07-01",ZAR,South Africa,19.95,8,2.49
"2012-07-01",KRW,South Korea,3700.0,1151,3.21
"2012-07-01",EUR,Spain,3.5,1,3.5
"2012-07-01",LKR,Sri Lanka,290.0,131,2.21
"2012-07-01",SEK,Sweden,39.97301987,6,6.66
"2012-07-01",CHF,Switzerland,6.5,1,6.5
"2012-07-01",TWD,Taiwan,75.0,30,2.5
"2012-07-01",THB,Thailand,82.0,31,2.65
"2012-07-01",TRY,Turkey,8.25,1,8.25
"2012-07-01",AED,UAE,12.0,3,4.0
"2012-07-01",UAH,Ukraine,15.0,8,1.88
"2012-07-01",USD,United States,3.96,1,3.96
"2012-07-01",UYU,Uruguay,99.0,21,4.71
"2012-07-01",VEF,Venezuela,34.0,4,8.5
"2013-01-01",ARS,Argentina,19.0,4,4.75
"2013-01-01",AUD,Australia,4.7,1,4.7
"2013-01-01",EUR,Austria,3.39,1,3.39
"2013-01-01",EUR,Belgium,3.8,1,3.8
"2013-01-01",BRL,Brazil,11.25,1,11.25
"2013-01-01",GBP,Britain,2.69,1,2.69
"2013-01-01",CAD,Canada,5.41,1,5.41
"2013-01-01",CLP,Chile,2050.0,471,4.35
"2013-01-01",CNY,China,16.0,6,2.67
"2013-01-01",COP,Colombia,8600.0,1773,4.85
"2013-01-01",CRC,Costa Rica,2200.0,500,4.4
"2013-01-01",CZK,Czech Republic,70.33,18,3.91
"2013-01-01",DKK,Denmark,28.5,5,5.7
"2013-01-01",EGP,Egypt,16.0,6,2.67
"2013-01-01",EUR,Estonia,2.7,1,2.7
"2013-01-01",EUR,Euro area,3.594849572,1,3.59
"2013-01-01",EUR,Finland,3.75,1,3.75
"2013-01-01",EUR,France,3.6,1,3.6
"2013-01-01",EUR,Germany,3.64,1,3.64
"2013-01-01",EUR,Greece,3.3,1,3.3
"2013-01-01",HKD,Hong Kong,17.0,7,2.43
"2013-01-01",HUF,Hungary,830.0,217,3.82
"2013-01-01",INR,India,89.0,53,1.68
"2013-01-01",IDR,Indonesia,27939.0,9767,2.86
"2013-01-01",EUR,Ireland,3.49,1,3.49
"2013-01-01",ILS,Israel,14.9,3,4.97
"2013-01-01",EUR,Italy,3.85,1,3.85
"2013-01-01",JPY,Japan,320.0,91,3.52
"2013-01-01",MYR,Malaysia,7.95,3,2.65
"2013-01-01",MXN,Mexico,37.0,12,3.08
"2013-01-01",EUR,Netherlands,3.45,1,3.45
"2013-01-01",NZD,New Zealand,5.2,1,5.2
"2013-01-01",NOK,Norway,43.0,5,8.6
"2013-01-01",PKR,Pakistan,290.0,97,2.99
"2013-01-01",PEN,Peru,10.0,2,5.0
"2013-01-01",PHP,Philippines,118.0,40,2.95
"2013-01-01",PLN,Poland,9.1,3,3.03
"2013-01-01",EUR,Portugal,2.95,1,2.95
"2013-01-01",RUB,Russia,72.88,30,2.43
"2013-01-01",SAR,Saudi Arabia,11.0,3,3.67
"2013-01-01",SGD,Singapore,4.5,1,4.5
"2013-01-01",ZAR,South Africa,20.9,9,2.32
"2013-01-01",KRW,South Korea,3700.0,1085,3.41
"2013-01-01",EUR,Spain,3.5,1,3.5
"2013-01-01",LKR,Sri Lanka,350.0,126,2.78
"2013-01-01",SEK,Sweden,40.55930138,6,6.76
"2013-01-01",CHF,Switzerland,6.5,1,6.5
"2013-01-01",TWD,Taiwan,75.0,29,2.59
"2013-01-01",THB,Thailand,87.0,29,3.0
"2013-01-01",TRY,Turkey,8.45,1,8.45
"2013-01-01",AED,UAE,12.0,3,4.0
"2013-01-01",UAH,Ukraine,19.0,8,2.38
"2013-01-01",USD,United States,4.03,1,4.03
"2013-01-01",UYU,Uruguay,105.0,19,5.53
"2013-01-01",VEF,Venezuela,39.0,4,9.75
"2013-07-01",ARS,Argentina,21.0,5,4.2
"2013-07-01",AUD,Australia,5.035,1,5.04
"2013-07-01",EUR,Austria,3.39,1,3.39
"2013-07-01",EUR,Belgium,3.7,1,3.7
"2013-07-01",BRL,Brazil,12.0,2,6.0
"2013-07-01",GBP,Britain,2.69,1,2.69
"2013-07-01",CAD,Canada,5.53,1,5.53
"2013-07-01",CLP,Chile,2000.0,508,3.94
"2013-07-01",CNY,China,16.0,6,2.67
"2013-07-01",COP,Colombia,8600.0,1921,4.48
"2013-07-01",CRC,Costa Rica,2150.0,498,4.32
"2013-07-01",CZK,Czech Republic,70.45,20,3.52
"2013-07-01",DKK,Denmark,28.5,5,5.7
"2013-07-01",EGP,Egypt,16.75,7,2.39
"2013-07-01",EUR,Estonia,2.75,1,2.75
"2013-07-01",EUR,Euro area,3.623870489,1,3.62
"2013-07-01",EUR,Finland,4.1,1,4.1
"2013-07-01",EUR,France,3.9,1,3.9
"2013-07-01",EUR,Germany,3.64,1,3.64
"2013-07-01",EUR,Greece,2.6,1,2.6
"2013-07-01",HKD,Hong Kong,17.0,7,2.43
"2013-07-01",HUF,Hungary,860.0,228,3.77
"2013-07-01",INR,India,90.0,59,1.53
"2013-07-01",IDR,Indonesia,27939.0,9965,2.8
"2013-07-01",EUR,Ireland,3.46,1,3.46
"2013-07-01",ILS,Israel,17.5,3,5.83
"2013-07-01",EUR,Italy,3.75,1,3.75
"2013-07-01",JPY,Japan,320.0,100,3.2
"2013-07-01",MYR,Malaysia,7.3,3,2.43
"2013-07-01",MXN,Mexico,37.0,12,3.08
"2013-07-01",EUR,Netherlands,3.45,1,3.45
"2013-07-01",NZD,New Zealand,5.5,1,5.5
"2013-07-01",NOK,Norway,46.0,6,7.67
"2013-07-01",PKR,Pakistan,300.0,100,3.0
"2013-07-01",PEN,Peru,10.0,2,5.0
"2013-07-01",PHP,Philippines,115.21,43,2.68
"2013-07-01",PLN,Poland,9.2,3,3.07
"2013-07-01",EUR,Portugal,2.95,1,2.95
"2013-07-01",RUB,Russia,87.0,32,2.72
"2013-07-01",SAR,Saudi Arabia,10.0,3,3.33
"2013-07-01",SGD,Singapore,4.7,1,4.7
"2013-07-01",ZAR,South Africa,22.5,10,2.25
"2013-07-01",KRW,South Korea,3900.0,1135,3.44
"2013-07-01",EUR,Spain,3.5,1,3.5
"2013-07-01",LKR,Sri Lanka,370.0,130,2.85
"2013-07-01",SEK,Sweden,41.61,6,6.94
"2013-07-01",CHF,Switzerland,6.5,1,6.5
"2013-07-01",TWD,Taiwan,79.0,30,2.63
"2013-07-01",THB,Thailand,89.0,31,2.87
"2013-07-01",TRY,Turkey,8.5,1,8.5
"2013-07-01",AED,UAE,12.0,3,4.0
"2013-07-01",UAH,Ukraine,19.0,8,2.38
"2013-07-01",USD,United States,4.18,1,4.18
"2013-07-01",UYU,Uruguay,105.0,21,5.0
"2013-07-01",VEF,Venezuela,45.0,6,7.5
"2014-01-01",ARS,Argentina,21.0,6,3.5
"2014-01-01",AUD,Australia,5.05,1,5.05
"2014-01-01",EUR,Austria,3.39,1,3.39
"2014-01-01",EUR,Belgium,3.95,1,3.95
"2014-01-01",BRL,Brazil,12.4,2,6.2
"2014-01-01",GBP,Britain,2.79,1,2.79
"2014-01-01",CAD,Canada,5.54,1,5.54
"2014-01-01",CLP,Chile,2000.0,541,3.7
"2014-01-01",CNY,China,16.6,6,2.77
"2014-01-01",COP,Colombia,8600.0,1982,4.34
"2014-01-01",CRC,Costa Rica,2150.0,501,4.29
"2014-01-01",CZK,Czech Republic,70.45,20,3.52
"2014-01-01",DKK,Denmark,28.5,5,5.7
"2014-01-01",EGP,Egypt,16.93,6,2.82
"2014-01-01",EUR,Estonia,2.8,1,2.8
"2014-01-01",EUR,Euro area,3.657962724,1,3.66
"2014-01-01",EUR,Finland,4.1,1,4.1
"2014-01-01",EUR,France,3.8,1,3.8
"2014-01-01",EUR,Germany,3.67,1,3.67
"2014-01-01",EUR,Greece,3.05,1,3.05
"2014-01-01",HKD,Hong Kong,18.0,7,2.57
"2014-01-01",HUF,Hungary,860.0,223,3.86
"2014-01-01",INR,India,95.0,61,1.56
"2014-01-01",IDR,Indonesia,27939.0,12140,2.3
"2014-01-01",EUR,Ireland,3.46,1,3.46
"2014-01-01",ILS,Israel,17.5,3,5.83
"2014-01-01",EUR,Italy,3.85,1,3.85
"2014-01-01",JPY,Japan,310.0,104,2.98
"2014-01-01",EUR,Lithuania,8.8,2,4.4
"2014-01-01",MYR,Malaysia,7.4,3,2.47
"2014-01-01",MXN,Mexico,37.0,13,2.85
"2014-01-01",EUR,Netherlands,3.45,1,3.45
"2014-01-01",NZD,New Zealand,5.5,1,5.5
"2014-01-01",NOK,Norway,48.0,6,8.0
"2014-01-01",PKR,Pakistan,320.0,105,3.05
"2014-01-01",PEN,Peru,10.0,2,5.0
"2014-01-01",PHP,Philippines,135.0,45,3.0
"2014-01-01",PLN,Poland,9.2,3,3.07
"2014-01-01",EUR,Portugal,3.0,1,3.0
"2014-01-01",RUB,Russia,89.0,33,2.7
"2014-01-01",SAR,Saudi Arabia,11.0,3,3.67
"2014-01-01",SGD,Singapore,4.6,1,4.6
"2014-01-01",ZAR,South Africa,23.5,10,2.35
"2014-01-01",KRW,South Korea,3700.0,1067,3.47
"2014-01-01",EUR,Spain,3.65,1,3.65
"2014-01-01",LKR,Sri Lanka,350.0,130,2.69
"2014-01-01",SEK,Sweden,40.7,6,6.78
"2014-01-01",CHF,Switzerland,6.5,1,6.5
"2014-01-01",TWD,Taiwan,79.0,30,2.63
"2014-01-01",THB,Thailand,96.0,32,3.0
"2014-01-01",TRY,Turkey,8.5,2,4.25
"2014-01-01",AED,UAE,12.0,3,4.0
"2014-01-01",UAH,Ukraine,19.0,8,2.38
"2014-01-01",USD,United States,4.24,1,4.24
"2014-01-01",UYU,Uruguay,105.0,21,5.0
"2014-01-01",VEF,Venezuela,45.0,6,7.5
"2014-07-01",ARS,Argentina,21.0,8,2.62
"2014-07-01",AUD,Australia,5.1,1,5.1
"2014-07-01",EUR,Austria,3.39,1,3.39
"2014-07-01",EUR,Belgium,3.7,1,3.7
"2014-07-01",BRL,Brazil,13.0,2,6.5
"2014-07-01",GBP,Britain,2.89,1,2.89
"2014-07-01",CAD,Canada,5.64,1,5.64
"2014-07-01",CLP,Chile,2100.0,564,3.72
"2014-07-01",CNY,China,16.9,6,2.82
"2014-07-01",COP,Colombia,8600.0,1847,4.66
"2014-07-01",CRC,Costa Rica,2150.0,537,4.0
"2014-07-01",CZK,Czech Republic,70.45,20,3.52
"2014-07-01",DKK,Denmark,28.5,5,5.7
"2014-07-01",EGP,Egypt,16.93,7,2.42
"2014-07-01",EUR,Estonia,2.9,1,2.9
"2014-07-01",EUR,Euro area,3.67923829,1,3.68
"2014-07-01",EUR,Finland,4.1,1,4.1
"2014-07-01",EUR,France,3.9,1,3.9
"2014-07-01",EUR,Germany,3.67,1,3.67
"2014-07-01",EUR,Greece,3.05,1,3.05
"2014-07-01",HKD,Hong Kong,18.8,7,2.69
"2014-07-01",HUF,Hungary,860.0,228,3.77
"2014-07-01",INR,India,105.0,60,1.75
"2014-07-01",IDR,Indonesia,27939.0,11505,2.43
"2014-07-01",EUR,Ireland,3.49,1,3.49
"2014-07-01",ILS,Israel,17.5,3,5.83
"2014-07-01",EUR,Italy,3.85,1,3.85
"2014-07-01",JPY,Japan,370.0,101,3.66
"2014-07-01",EUR,Lithuania,8.95,2,4.47
"2014-07-01",MYR,Malaysia,7.63,3,2.54
"2014-07-01",MXN,Mexico,42.0,12,3.5
"2014-07-01",EUR,Netherlands,3.45,1,3.45
"2014-07-01",NZD,New Zealand,5.7,1,5.7
"2014-07-01",NOK,Norway,48.0,6,8.0
"2014-07-01",PKR,Pakistan,300.0,98,3.06
"2014-07-01",PEN,Peru,10.0,2,5.0
"2014-07-01",PHP,Philippines,160.0,43,3.72
"2014-07-01",PLN,Poland,9.2,3,3.07
"2014-07-01",EUR,Portugal,3.0,1,3.0
"2014-07-01",RUB,Russia,89.0,34,2.62
"2014-07-01",SAR,Saudi Arabia,11.0,3,3.67
"2014-07-01",SGD,Singapore,4.7,1,4.7
"2014-07-01",ZAR,South Africa,24.5,10,2.45
"2014-07-01",KRW,South Korea,4100.0,1023,4.01
"2014-07-01",EUR,Spain,3.65,1,3.65
"2014-07-01",LKR,Sri Lanka,350.0,130,2.69
"2014-07-01",SEK,Sweden,40.7,6,6.78
"2014-07-01",CHF,Switzerland,6.16,1,6.16
"2014-07-01",TWD,Taiwan,79.0,29,2.72
"2014-07-01",THB,Thailand,99.0,31,3.19
"2014-07-01",TRY,Turkey,9.25,2,4.62
"2014-07-01",AED,UAE,13.0,3,4.33
"2014-07-01",UAH,Ukraine,19.0,11,1.73
"2014-07-01",USD,United States,4.29,1,4.29
"2014-07-01",UYU,Uruguay,113.0,22,5.14
"2014-07-01",VEF,Venezuela,75.0,11,6.82
"2014-07-01",VND,Vietnam,60000.0,21230,2.83
"2015-01-01",ARS,Argentina,28.0,8,3.5
"2015-01-01",AUD,Australia,5.3,1,5.3
"2015-01-01",EUR,Austria,3.39,1,3.39
"2015-01-01",EUR,Belgium,3.7,1,3.7
"2015-01-01",BRL,Brazil,13.5,2,6.75
"2015-01-01",GBP,Britain,2.89,1,2.89
"2015-01-01",CAD,Canada,5.7,1,5.7
"2015-01-01",CLP,Chile,2100.0,627,3.35
"2015-01-01",CNY,China,17.2,6,2.87
"2015-01-01",COP,Colombia,7900.0,2364,3.34
"2015-01-01",CRC,Costa Rica,2150.0,536,4.01
"2015-01-01",CZK,Czech Republic,70.45,24,2.94
"2015-01-01",DKK,Denmark,34.5,6,5.75
"2015-01-01",EGP,Egypt,16.93,7,2.42
"2015-01-01",EUR,Estonia,2.9,1,2.9
"2015-01-01",EUR,Euro area,3.68,1,3.68
"2015-01-01",EUR,Finland,4.1,1,4.1
"2015-01-01",EUR,France,3.9,1,3.9
"2015-01-01",EUR,Germany,3.67,1,3.67
"2015-01-01",EUR,Greece,3.05,1,3.05
"2015-01-01",HKD,Hong Kong,18.8,7,2.69
"2015-01-01",HUF,Hungary,860.0,271,3.17
"2015-01-01",INR,India,116.25,61,1.91
"2015-01-01",IDR,Indonesia,27939.0,12480,2.24
"2015-01-01",EUR,Ireland,3.49,1,3.49
"2015-01-01",ILS,Israel,17.5,3,5.83
"2015-01-01",EUR,Italy,3.85,1,3.85
"2015-01-01",JPY,Japan,370.0,117,3.16
"2015-01-01",MYR,Malaysia,7.63,3,2.54
"2015-01-01",MXN,Mexico,49.0,14,3.5
"2015-01-01",EUR,Netherlands,3.45,1,3.45
"2015-01-01",NZD,New Zealand,5.9,1,5.9
"2015-01-01",NOK,Norway,48.0,7,6.86
"2015-01-01",PKR,Pakistan,300.0,100,3.0
"2015-01-01",PEN,Peru,10.0,3,3.33
"2015-01-01",PHP,Philippines,163.0,44,3.7
"2015-01-01",PLN,Poland,9.2,3,3.07
"2015-01-01",EUR,Portugal,3.0,1,3.0
"2015-01-01",RUB,Russia,89.0,65,1.37
"2015-01-01",SAR,Saudi Arabia,11.0,3,3.67
"2015-01-01",SGD,Singapore,4.7,1,4.7
"2015-01-01",ZAR,South Africa,25.5,11,2.32
"2015-01-01",KRW,South Korea,4100.0,1083,3.79
"2015-01-01",EUR,Spain,3.65,1,3.65
"2015-01-01",LKR,Sri Lanka,350.0,131,2.67
"2015-01-01",SEK,Sweden,40.7,8,5.09
"2015-01-01",CHF,Switzerland,6.5,1,6.5
"2015-01-01",TWD,Taiwan,79.0,31,2.55
"2015-01-01",THB,Thailand,99.0,32,3.09
"2015-01-01",TRY,Turkey,9.25,2,4.62
"2015-01-01",AED,UAE,13.0,3,4.33
"2015-01-01",UAH,Ukraine,19.0,15,1.27
"2015-01-01",USD,United States,4.29,1,4.29
"2015-01-01",UYU,Uruguay,113.0,24,4.71
"2015-01-01",VEF,Venezuela,132.0,52,2.54
"2015-01-01",VND,Vietnam,60000.0,21380,2.81
"2015-07-01",ARS,Argentina,28.0,9,3.11
"2015-07-01",AUD,Australia,5.3,1,5.3
"2015-07-01",EUR,Austria,3.39,1,3.39
"2015-07-01",EUR,Belgium,3.7,1,3.7
"2015-07-01",BRL,Brazil,13.5,3,4.5
"2015-07-01",GBP,Britain,2.89,1,2.89
"2015-07-01",CAD,Canada,5.85,1,5.85
"2015-07-01",CLP,Chile,2100.0,642,3.27
"2015-07-01",CNY,China,17.0,6,2.83
"2015-07-01",COP,Colombia,7900.0,2708,2.92
"2015-07-01",CRC,Costa Rica,2150.0,533,4.03
"2015-07-01",CZK,Czech Republic,70.0,24,2.92
"2015-07-01",DKK,Denmark,34.59,6,5.76
"2015-07-01",EGP,Egypt,16.93,7,2.42
"2015-07-01",EUR,Estonia,2.95,1,2.95
"2015-07-01",EUR,Euro area,3.7,1,3.7
"2015-07-01",EUR,Finland,4.1,1,4.1
"2015-07-01",EUR,France,4.1,1,4.1
"2015-07-01",EUR,Germany,3.59,1,3.59
"2015-07-01",EUR,Greece,3.05,1,3.05
"2015-07-01",HKD,Hong Kong,19.2,7,2.74
"2015-07-01",HUF,Hungary,900.0,282,3.19
"2015-07-01",INR,India,116.25,63,1.85
"2015-07-01",IDR,Indonesia,30500.0,13344,2.29
"2015-07-01",EUR,Ireland,3.7,1,3.7
"2015-07-01",ILS,Israel,17.5,3,5.83
"2015-07-01",EUR,Italy,4.0,1,4.0
"2015-07-01",JPY,Japan,370.0,123,3.01
"2015-07-01",MYR,Malaysia,7.65,3,2.55
"2015-07-01",MXN,Mexico,49.0,15,3.27
"2015-07-01",EUR,Netherlands,3.45,1,3.45
"2015-07-01",NZD,New Zealand,5.9,1,5.9
"2015-07-01",NOK,Norway,46.0,8,5.75
"2015-07-01",PKR,Pakistan,350.0,101,3.47
"2015-07-01",PEN,Peru,10.0,3,3.33
"2015-07-01",PHP,Philippines,163.0,45,3.62
"2015-07-01",PLN,Poland,9.6,3,3.2
"2015-07-01",EUR,Portugal,3.0,1,3.0
"2015-07-01",RUB,Russia,107.0,56,1.91
"2015-07-01",SAR,Saudi Arabia,12.0,3,4.0
"2015-07-01",SGD,Singapore,4.7,1,4.7
"2015-07-01",ZAR,South Africa,26.0,12,2.17
"2015-07-01",KRW,South Korea,4300.0,1143,3.76
"2015-07-01",EUR,Spain,3.65,1,3.65
"2015-07-01",LKR,Sri Lanka,350.0,133,2.63
"2015-07-01",SEK,Sweden,43.7,8,5.46
"2015-07-01",CHF,Switzerland,6.5,1,6.5
"2015-07-01",TWD,Taiwan,79.0,31,2.55
"2015-07-01",THB,Thailand,108.0,34,3.18
"2015-07-01",TRY,Turkey,10.25,2,5.12
"2015-07-01",AED,UAE,13.0,3,4.33
"2015-07-01",UAH,Ukraine,34.0,21,1.62
"2015-07-01",USD,United States,4.29,1,4.29
"2015-07-01",UYU,Uruguay,113.0,27,4.19
"2015-07-01",VEF,Venezuela,132.0,197,0.67
"2015-07-01",VND,Vietnam,60000.0,21810,2.75
"2016-01-01",ARS,Argentina,33.0,13,2.54
"2016-01-01",AUD,Australia,5.3,1,5.3
"2016-01-01",EUR,Austria,3.5,1,3.5
"2016-01-01",EUR,Belgium,3.95,1,3.95
"2016-01-01",BRL,Brazil,13.5,4,3.38
"2016-01-01",GBP,Britain,2.89,1,2.89
"2016-01-01",CAD,Canada,5.84,1,5.84
"2016-01-01",CLP,Chile,2100.0,715,2.94
"2016-01-01",CNY,China,17.6,6,2.93
"2016-01-01",COP,Colombia,7900.0,3253,2.43
